T[K],T[C],HF[W/g],Cp[J/(gK)],Cp[J/(mo K)],lit-Cp[J/(molK),lit_Cp_(J/mol_K_DIVI,DIVI_B OTRO_SET,H
230.21,-42.790,-0.23250,1.3970,145.49,,,,1038.3,
230.22,-42.780,-0.23250,1.3970,145.49,,,,1039.7,
230.24,-42.760,-0.23250,1.3970,145.49,,,,1042.6,
230.26,-42.740,-0.23250,1.3980,145.60,,,,1045.5,
230.27,-42.730,-0.23250,1.3980,145.60,,,,1047.0,
230.29,-42.710,-0.23250,1.3980,145.60,,,,1049.9,
230.31,-42.690,-0.23250,1.3980,145.60,,,,1052.8,
230.32,-42.680,-0.23250,1.3980,145.60,,,,1054.3,
230.34,-42.660,-0.23260,1.3980,145.60,,,,1057.2,
230.36,-42.640,-0.23260,1.3980,145.60,,,,1060.1,
230.37,-42.630,-0.23260,1.3980,145.60,,,,1061.6,
230.39,-42.610,-0.23260,1.3980,145.60,,,,1064.5,
230.41,-42.590,-0.23260,1.3980,145.60,,,,1067.4,
230.42,-42.580,-0.23260,1.3980,145.60,,,,1068.8,
230.44,-42.560,-0.23260,1.3980,145.60,,,,1071.8,
230.46,-42.540,-0.23260,1.3980,145.60,,,,1074.7,
230.47,-42.530,-0.23270,1.3980,145.60,,,,1076.1,
230.49,-42.510,-0.23270,1.3980,145.60,,,,1079.0,
230.51,-42.490,-0.23270,1.3980,145.60,,,,1081.9,
230.52,-42.480,-0.23270,1.3980,145.60,,,,1083.4,
230.54,-42.460,-0.23270,1.3990,145.70,,,,1086.3,
230.56,-42.440,-0.23270,1.3990,145.70,,,,1089.2,
230.57,-42.430,-0.23270,1.3990,145.70,,,,1090.7,
230.59,-42.410,-0.23270,1.3990,145.70,,,,1093.6,
230.60,-42.400,-0.23270,1.3990,145.70,,,,1095.1,
230.62,-42.380,-0.23270,1.3990,145.70,,,,1098.0,
230.64,-42.360,-0.23280,1.4000,145.81,,,,1100.9,
230.66,-42.340,-0.23280,1.4000,145.81,,,,1103.8,
230.67,-42.330,-0.23280,1.4000,145.81,,,,1105.3,
230.69,-42.310,-0.23280,1.4000,145.81,,,,1108.2,
230.71,-42.290,-0.23280,1.4000,145.81,,,,1111.1,
230.72,-42.280,-0.23280,1.4000,145.81,,,,1112.6,
230.74,-42.260,-0.23280,1.4000,145.81,,,,1115.5,
230.75,-42.250,-0.23280,1.4000,145.81,,,,1116.9,
230.77,-42.230,-0.23290,1.4000,145.81,,,,1119.8,
230.79,-42.210,-0.23290,1.4000,145.81,,,,1122.8,
230.81,-42.190,-0.23290,1.4000,145.81,,,,1125.7,
230.82,-42.180,-0.23290,1.4000,145.81,,,,1127.1,
230.84,-42.160,-0.23290,1.4000,145.81,,,,1130.1,
230.86,-42.140,-0.23290,1.4000,145.81,,,,1133.0,
230.87,-42.130,-0.23290,1.4010,145.91,,,,1134.4,
230.89,-42.110,-0.23290,1.4010,145.91,,,,1137.3,
230.90,-42.100,-0.23290,1.4010,145.91,,,,1138.8,
230.92,-42.080,-0.23300,1.4010,145.91,,,,1141.7,
230.94,-42.060,-0.23300,1.4010,145.91,,,,1144.6,
230.96,-42.040,-0.23300,1.4020,146.02,,,,1147.6,
230.97,-42.030,-0.23300,1.4020,146.02,,,,1149.0,
230.99,-42.010,-0.23300,1.4020,146.02,,,,1151.9,
231.00,-42.000,-0.23300,1.4020,146.02,,,,1153.4,
231.02,-41.980,-0.23300,1.4020,146.02,,,,1156.3,
231.04,-41.960,-0.23300,1.4020,146.02,,,,1159.2,
231.05,-41.950,-0.23300,1.4020,146.02,,,,1160.7,
231.07,-41.930,-0.23310,1.4020,146.02,,,,1163.6,
231.09,-41.910,-0.23310,1.4020,146.02,,,,1166.5,
231.11,-41.890,-0.23310,1.4020,146.02,,,,1169.5,
231.12,-41.880,-0.23310,1.4020,146.02,,,,1170.9,
231.14,-41.860,-0.23310,1.4020,146.02,,,,1173.8,
231.16,-41.840,-0.23310,1.4020,146.02,,,,1176.8,
231.17,-41.830,-0.23310,1.4020,146.02,,,,1178.2,
231.19,-41.810,-0.23310,1.4020,146.02,,,,1181.1,
231.20,-41.800,-0.23310,1.4020,146.02,,,,1182.6,
231.22,-41.780,-0.23320,1.4020,146.02,,,,1185.5,
231.24,-41.760,-0.23320,1.4020,146.02,,,,1188.4,
231.25,-41.750,-0.23320,1.4020,146.02,,,,1189.9,
231.27,-41.730,-0.23320,1.4020,146.02,,,,1192.8,
231.29,-41.710,-0.23320,1.4020,146.02,,,,1195.7,
231.30,-41.700,-0.23320,1.4020,146.02,,,,1197.2,
231.32,-41.680,-0.23320,1.4020,146.02,,,,1200.1,
231.34,-41.660,-0.23320,1.4020,146.02,,,,1203.0,
231.35,-41.650,-0.23320,1.4030,146.12,,,,1204.5,
231.37,-41.630,-0.23330,1.4030,146.12,,,,1207.4,
231.39,-41.610,-0.23330,1.4030,146.12,,,,1210.4,
231.41,-41.590,-0.23330,1.4030,146.12,,,,1213.3,
231.42,-41.580,-0.23330,1.4030,146.12,,,,1214.7,
231.44,-41.560,-0.23330,1.4030,146.12,,,,1217.7,
231.45,-41.550,-0.23330,1.4030,146.12,,,,1219.1,
231.47,-41.530,-0.23330,1.4030,146.12,,,,1222.0,
231.49,-41.510,-0.23330,1.4030,146.12,,,,1225.0,
231.50,-41.500,-0.23330,1.4030,146.12,,,,1226.4,
231.52,-41.480,-0.23340,1.4030,146.12,,,,1229.3,
231.54,-41.460,-0.23340,1.4030,146.12,,,,1232.3,
231.55,-41.450,-0.23340,1.4030,146.12,,,,1233.7,
231.57,-41.430,-0.23340,1.4030,146.12,,,,1236.7,
231.59,-41.410,-0.23340,1.4030,146.12,,,,1239.6,
231.60,-41.400,-0.23340,1.4030,146.12,,,,1241.0,
231.62,-41.380,-0.23340,1.4030,146.12,,,,1244.0,
231.64,-41.360,-0.23340,1.4040,146.22,,,,1246.9,
231.65,-41.350,-0.23340,1.4040,146.22,,,,1248.3,
231.67,-41.330,-0.23350,1.4040,146.22,,,,1251.3,
231.69,-41.310,-0.23350,1.4040,146.22,,,,1254.2,
231.70,-41.300,-0.23350,1.4040,146.22,,,,1255.7,
231.72,-41.280,-0.23350,1.4040,146.22,,,,1258.6,
231.74,-41.260,-0.23350,1.4040,146.22,,,,1261.5,
231.75,-41.250,-0.23350,1.4040,146.22,,,,1263.0,
231.77,-41.230,-0.23350,1.4040,146.22,,,,1265.9,
231.79,-41.210,-0.23350,1.4040,146.22,,,,1268.8,
231.80,-41.200,-0.23350,1.4040,146.22,,,,1270.3,
231.82,-41.180,-0.23360,1.4040,146.22,,,,1273.2,
231.84,-41.160,-0.23360,1.4040,146.22,,,,1276.1,
231.85,-41.150,-0.23360,1.4040,146.22,,,,1277.6,
231.87,-41.130,-0.23360,1.4040,146.22,,,,1280.5,
231.89,-41.110,-0.23360,1.4040,146.22,,,,1283.4,
231.90,-41.100,-0.23360,1.4040,146.22,,,,1284.9,
231.92,-41.080,-0.23360,1.4050,146.33,,,,1287.8,
231.93,-41.070,-0.23360,1.4050,146.33,,,,1289.3,
231.95,-41.050,-0.23360,1.4050,146.33,,,,1292.2,
231.97,-41.030,-0.23370,1.4050,146.33,,,,1295.1,
231.99,-41.010,-0.23370,1.4050,146.33,,,,1298.1,
232.00,-41.000,-0.23370,1.4050,146.33,,,,1299.5,
232.02,-40.980,-0.23370,1.4050,146.33,,,,1302.5,
232.03,-40.970,-0.23370,1.4050,146.33,,,,1303.9,
232.05,-40.950,-0.23370,1.4050,146.33,,,,1306.8,
232.07,-40.930,-0.23370,1.4050,146.33,,,,1309.8,
232.09,-40.910,-0.23370,1.4060,146.43,,,,1312.7,
232.10,-40.900,-0.23370,1.4060,146.43,,,,1314.2,
232.12,-40.880,-0.23380,1.4050,146.33,,,,1317.1,
232.14,-40.860,-0.23380,1.4060,146.43,,,,1320.0,
232.15,-40.850,-0.23380,1.4060,146.43,,,,1321.5,
232.17,-40.830,-0.23380,1.4060,146.43,,,,1324.4,
232.18,-40.820,-0.23380,1.4060,146.43,,,,1325.9,
232.20,-40.800,-0.23380,1.4060,146.43,,,,1328.8,
232.22,-40.780,-0.23380,1.4060,146.43,,,,1331.7,
232.23,-40.770,-0.23380,1.4060,146.43,,,,1333.2,
232.25,-40.750,-0.23380,1.4060,146.43,,,,1336.1,
232.27,-40.730,-0.23390,1.4060,146.43,,,,1339.1,
232.29,-40.710,-0.23390,1.4060,146.43,,,,1342.0,
232.30,-40.700,-0.23390,1.4060,146.43,,,,1343.5,
232.32,-40.680,-0.23390,1.4060,146.43,,,,1346.4,
232.34,-40.660,-0.23390,1.4060,146.43,,,,1349.3,
232.35,-40.650,-0.23390,1.4060,146.43,,,,1350.8,
232.37,-40.630,-0.23390,1.4070,146.54,,,,1353.7,
232.38,-40.620,-0.23390,1.4070,146.54,,,,1355.2,
232.40,-40.600,-0.23390,1.4070,146.54,,,,1358.1,
232.42,-40.580,-0.23400,1.4070,146.54,,,,1361.0,
232.44,-40.560,-0.23400,1.4070,146.54,,,,1364.0,
232.45,-40.550,-0.23400,1.4070,146.54,,,,1365.4,
232.47,-40.530,-0.23400,1.4070,146.54,,,,1368.4,
232.48,-40.520,-0.23400,1.4080,146.64,,,,1369.8,
232.50,-40.500,-0.23400,1.4080,146.64,,,,1372.8,
232.52,-40.480,-0.23400,1.4080,146.64,,,,1375.7,
232.54,-40.460,-0.23400,1.4080,146.64,,,,1378.6,
232.55,-40.450,-0.23400,1.4080,146.64,,,,1380.1,
232.57,-40.430,-0.23410,1.4080,146.64,,,,1383.0,
232.58,-40.420,-0.23410,1.4080,146.64,,,,1384.5,
232.60,-40.400,-0.23410,1.4070,146.54,,,,1387.4,
232.62,-40.380,-0.23410,1.4070,146.54,,,,1390.3,
232.63,-40.370,-0.23410,1.4070,146.54,,,,1391.8,
232.65,-40.350,-0.23410,1.4070,146.54,,,,1394.7,
232.67,-40.330,-0.23410,1.4070,146.54,,,,1397.7,
232.68,-40.320,-0.23410,1.4080,146.64,,,,1399.1,
232.70,-40.300,-0.23410,1.4080,146.64,,,,1402.1,
232.72,-40.280,-0.23420,1.4080,146.64,,,,1405.0,
232.73,-40.270,-0.23420,1.4080,146.64,,,,1406.5,
232.75,-40.250,-0.23420,1.4080,146.64,,,,1409.4,
232.77,-40.230,-0.23420,1.4080,146.64,,,,1412.3,
232.78,-40.220,-0.23420,1.4080,146.64,,,,1413.8,
232.80,-40.200,-0.23420,1.4080,146.64,,,,1416.7,
232.82,-40.180,-0.23420,1.4080,146.64,,,,1419.7,
232.83,-40.170,-0.23420,1.4080,146.64,,,,1421.1,
232.85,-40.150,-0.23420,1.4080,146.64,,,,1424.1,
232.87,-40.130,-0.23430,1.4080,146.64,,,,1427.0,
232.88,-40.120,-0.23430,1.4080,146.64,,,,1428.5,
232.90,-40.100,-0.23430,1.4080,146.64,,,,1431.4,
232.92,-40.080,-0.23430,1.4080,146.64,,,,1434.3,
232.94,-40.060,-0.23430,1.4080,146.64,,,,1437.3,
232.95,-40.050,-0.23430,1.4080,146.64,,,,1438.7,
232.97,-40.030,-0.23430,1.4080,146.64,,,,1441.7,
232.98,-40.020,-0.23430,1.4080,146.64,,,,1443.1,
233.00,-40.000,-0.23430,1.4080,146.64,,,,1446.1,
233.02,-39.980,-0.23440,1.4080,146.64,,,,1449.0,
233.03,-39.970,-0.23440,1.4090,146.74,,,,1450.5,
233.05,-39.950,-0.23440,1.4090,146.74,,,,1453.4,
233.07,-39.930,-0.23440,1.4090,146.74,,,,1456.3,
233.08,-39.920,-0.23440,1.4090,146.74,,,,1457.8,
233.10,-39.900,-0.23440,1.4090,146.74,,,,1460.7,
233.12,-39.880,-0.23440,1.4090,146.74,,,,1463.7,
233.13,-39.870,-0.23440,1.4090,146.74,,,,1465.1,
233.15,-39.850,-0.23440,1.4090,146.74,,134.87,134.98,1468.1,
233.17,-39.830,-0.23450,1.4090,146.74,,,,1471.0,
233.19,-39.810,-0.23450,1.4100,146.85,,,,1473.9,
233.20,-39.800,-0.23450,1.4100,146.85,,,,1475.4,
233.22,-39.780,-0.23450,1.4100,146.85,,,,1478.4,
233.23,-39.770,-0.23450,1.4100,146.85,,,,1479.8,
233.25,-39.750,-0.23450,1.4100,146.85,,,,1482.8,
233.27,-39.730,-0.23450,1.4100,146.85,,,,1485.7,
233.28,-39.720,-0.23450,1.4100,146.85,,,,1487.2,
233.30,-39.700,-0.23450,1.4100,146.85,,,,1490.1,
233.32,-39.680,-0.23450,1.4100,146.85,,,,1493.0,
233.33,-39.670,-0.23460,1.4100,146.85,,,,1494.5,
233.35,-39.650,-0.23460,1.4100,146.85,,,,1497.4,
233.37,-39.630,-0.23460,1.4100,146.85,,,,1500.4,
233.38,-39.620,-0.23460,1.4100,146.85,,,,1501.8,
233.40,-39.600,-0.23460,1.4100,146.85,,,,1504.8,
233.42,-39.580,-0.23460,1.4100,146.85,,,,1507.7,
233.43,-39.570,-0.23460,1.4110,146.95,,,,1509.2,
233.45,-39.550,-0.23460,1.4110,146.95,,,,1512.1,
233.47,-39.530,-0.23460,1.4110,146.95,,,,1515.1,
233.48,-39.520,-0.23470,1.4110,146.95,,,,1516.5,
233.50,-39.500,-0.23470,1.4110,146.95,,,,1519.5,
233.52,-39.480,-0.23470,1.4110,146.95,,,,1522.4,
233.53,-39.470,-0.23470,1.4110,146.95,,,,1523.9,
233.55,-39.450,-0.23470,1.4110,146.95,,,,1526.8,
233.57,-39.430,-0.23470,1.4110,146.95,,,,1529.8,
233.58,-39.420,-0.23470,1.4110,146.95,,,,1531.2,
233.60,-39.400,-0.23470,1.4120,147.06,,,,1534.2,
233.62,-39.380,-0.23470,1.4120,147.06,,,,1537.1,
233.63,-39.370,-0.23480,1.4120,147.06,,,,1538.6,
233.65,-39.350,-0.23480,1.4120,147.06,,,,1541.5,
233.67,-39.330,-0.23480,1.4120,147.06,,,,1544.5,
233.68,-39.320,-0.23480,1.4120,147.06,,,,1545.9,
233.70,-39.300,-0.23480,1.4120,147.06,,,,1548.9,
233.72,-39.280,-0.23480,1.4120,147.06,,,,1551.8,
233.73,-39.270,-0.23480,1.4120,147.06,,,,1553.3,
233.75,-39.250,-0.23480,1.4120,147.06,,,,1556.2,
233.77,-39.230,-0.23480,1.4120,147.06,,,,1559.2,
233.78,-39.220,-0.23490,1.4120,147.06,,,,1560.6,
233.80,-39.200,-0.23490,1.4120,147.06,,,,1563.6,
233.82,-39.180,-0.23490,1.4130,147.16,,,,1566.5,
233.83,-39.170,-0.23490,1.4130,147.16,,,,1568.0,
233.85,-39.150,-0.23490,1.4130,147.16,,,,1570.9,
233.87,-39.130,-0.23490,1.4130,147.16,,,,1573.9,
233.88,-39.120,-0.23490,1.4130,147.16,,,,1575.4,
233.90,-39.100,-0.23490,1.4130,147.16,,,,1578.3,
233.91,-39.090,-0.23490,1.4130,147.16,,,,1579.8,
233.93,-39.070,-0.23490,1.4130,147.16,,,,1582.7,
233.95,-39.050,-0.23500,1.4120,147.06,,,,1585.7,
233.96,-39.040,-0.23500,1.4120,147.06,,,,1587.1,
233.98,-39.020,-0.23500,1.4120,147.06,,,,1590.1,
234.00,-39.000,-0.23500,1.4120,147.06,,,,1593.0,
234.02,-38.980,-0.23500,1.4120,147.06,,,,1596.0,
234.03,-38.970,-0.23500,1.4120,147.06,,,,1597.4,
234.05,-38.950,-0.23500,1.4120,147.06,,,,1600.4,
234.07,-38.930,-0.23500,1.4130,147.16,,,,1603.3,
234.08,-38.920,-0.23500,1.4130,147.16,,,,1604.8,
234.10,-38.900,-0.23510,1.4130,147.16,,,,1607.7,
234.12,-38.880,-0.23510,1.4130,147.16,,,,1610.7,
234.13,-38.870,-0.23510,1.4130,147.16,,,,1612.1,
234.15,-38.850,-0.23510,1.4130,147.16,,,,1615.1,
234.16,-38.840,-0.23510,1.4140,147.27,,,,1616.6,
234.18,-38.820,-0.23510,1.4140,147.27,,,,1619.5,
234.20,-38.800,-0.23510,1.4140,147.27,,,,1622.4,
234.21,-38.790,-0.23510,1.4140,147.27,,,,1623.9,
234.23,-38.770,-0.23510,1.4140,147.27,,,,1626.9,
234.25,-38.750,-0.23520,1.4140,147.27,,,,1629.8,
234.26,-38.740,-0.23520,1.4140,147.27,,,,1631.3,
234.28,-38.720,-0.23520,1.4140,147.27,,,,1634.2,
234.30,-38.700,-0.23520,1.4140,147.27,,,,1637.2,
234.32,-38.680,-0.23520,1.4140,147.27,,,,1640.1,
234.33,-38.670,-0.23520,1.4140,147.27,,,,1641.6,
234.35,-38.650,-0.23520,1.4140,147.27,,,,1644.5,
234.36,-38.640,-0.23520,1.4140,147.27,,,,1646.0,
234.38,-38.620,-0.23520,1.4140,147.27,,,,1648.9,
234.40,-38.600,-0.23530,1.4140,147.27,,,,1651.9,
234.42,-38.580,-0.23530,1.4140,147.27,,,,1654.8,
234.43,-38.570,-0.23530,1.4140,147.27,,,,1656.3,
234.45,-38.550,-0.23530,1.4140,147.27,,,,1659.3,
234.46,-38.540,-0.23530,1.4140,147.27,,,,1660.7,
234.48,-38.520,-0.23530,1.4140,147.27,,,,1663.7,
234.50,-38.500,-0.23530,1.4140,147.27,,,,1666.6,
234.51,-38.490,-0.23530,1.4140,147.27,,,,1668.1,
234.53,-38.470,-0.23530,1.4140,147.27,,,,1671.0,
234.55,-38.450,-0.23540,1.4140,147.27,,,,1674.0,
234.56,-38.440,-0.23540,1.4150,147.37,,,,1675.5,
234.58,-38.420,-0.23540,1.4150,147.37,,,,1678.4,
234.60,-38.400,-0.23540,1.4150,147.37,,,,1681.4,
234.61,-38.390,-0.23540,1.4150,147.37,,,,1682.8,
234.63,-38.370,-0.23540,1.4150,147.37,,,,1685.8,
234.65,-38.350,-0.23540,1.4150,147.37,,,,1688.7,
234.66,-38.340,-0.23540,1.4150,147.37,,,,1690.2,
234.68,-38.320,-0.23540,1.4150,147.37,,,,1693.1,
234.70,-38.300,-0.23550,1.4150,147.37,,,,1696.1,
234.71,-38.290,-0.23550,1.4150,147.37,,,,1697.6,
234.73,-38.270,-0.23550,1.4150,147.37,,,,1700.5,
234.75,-38.250,-0.23550,1.4150,147.37,,,,1703.5,
234.76,-38.240,-0.23550,1.4150,147.37,,,,1704.9,
234.78,-38.220,-0.23550,1.4150,147.37,,,,1707.9,
234.80,-38.200,-0.23550,1.4160,147.47,,,,1710.8,
234.81,-38.190,-0.23550,1.4160,147.47,,,,1712.3,
234.83,-38.170,-0.23550,1.4160,147.47,,,,1715.3,
234.85,-38.150,-0.23560,1.4160,147.47,,,,1718.2,
234.86,-38.140,-0.23560,1.4160,147.47,,,,1719.7,
234.88,-38.120,-0.23560,1.4160,147.47,,,,1722.6,
234.90,-38.100,-0.23560,1.4160,147.47,,,,1725.6,
234.91,-38.090,-0.23560,1.4160,147.47,,,,1727.0,
234.93,-38.070,-0.23560,1.4160,147.47,,,,1730.0,
234.95,-38.050,-0.23560,1.4160,147.47,,,,1732.9,
234.96,-38.040,-0.23560,1.4160,147.47,,,,1734.4,
234.98,-38.020,-0.23560,1.4160,147.47,,,,1737.4,
235.00,-38.000,-0.23570,1.4170,147.58,,,,1740.3,
235.01,-37.990,-0.23570,1.4170,147.58,,,,1741.8,
235.03,-37.970,-0.23570,1.4170,147.58,,,,1744.7,
235.05,-37.950,-0.23570,1.4170,147.58,,,,1747.7,
235.06,-37.940,-0.23570,1.4170,147.58,,,,1749.2,
235.08,-37.920,-0.23570,1.4170,147.58,,,,1752.1,
235.10,-37.900,-0.23570,1.4170,147.58,,,,1755.1,
235.11,-37.890,-0.23570,1.4170,147.58,,,,1756.6,
235.13,-37.870,-0.23570,1.4170,147.58,,,,1759.5,
235.15,-37.850,-0.23580,1.4170,147.58,,,,1762.5,
235.16,-37.840,-0.23580,1.4170,147.58,,,,1763.9,
235.18,-37.820,-0.23580,1.4170,147.58,,,,1766.9,
235.20,-37.800,-0.23580,1.4170,147.58,,,,1769.8,
235.21,-37.790,-0.23580,1.4170,147.58,,,,1771.3,
235.23,-37.770,-0.23580,1.4170,147.58,,,,1774.3,
235.25,-37.750,-0.23580,1.4170,147.58,,,,1777.2,
235.26,-37.740,-0.23580,1.4170,147.58,,,,1778.7,
235.28,-37.720,-0.23580,1.4170,147.58,,,,1781.6,
235.30,-37.700,-0.23590,1.4170,147.58,,,,1784.6,
235.31,-37.690,-0.23590,1.4170,147.58,,,,1786.1,
235.33,-37.670,-0.23590,1.4170,147.58,,,,1789.0,
235.35,-37.650,-0.23590,1.4170,147.58,,,,1792.0,
235.36,-37.640,-0.23590,1.4170,147.58,,,,1793.4,
235.38,-37.620,-0.23590,1.4180,147.68,,,,1796.4,
235.40,-37.600,-0.23590,1.4180,147.68,,,,1799.4,
235.41,-37.590,-0.23590,1.4180,147.68,,,,1800.8,
235.43,-37.570,-0.23590,1.4180,147.68,,,,1803.8,
235.45,-37.550,-0.23600,1.4180,147.68,,,,1806.7,
235.46,-37.540,-0.23600,1.4180,147.68,,,,1808.2,
235.48,-37.520,-0.23600,1.4180,147.68,,,,1811.2,
235.50,-37.500,-0.23600,1.4180,147.68,,,,1814.1,
235.51,-37.490,-0.23600,1.4180,147.68,,,,1815.6,
235.53,-37.470,-0.23600,1.4180,147.68,,,,1818.6,
235.55,-37.450,-0.23600,1.4180,147.68,,,,1821.5,
235.56,-37.440,-0.23600,1.4180,147.68,,,,1823.0,
235.58,-37.420,-0.23600,1.4180,147.68,,,,1825.9,
235.60,-37.400,-0.23600,1.4180,147.68,,,,1828.9,
235.61,-37.390,-0.23610,1.4180,147.68,,,,1830.4,
235.63,-37.370,-0.23610,1.4180,147.68,,,,1833.3,
235.65,-37.350,-0.23610,1.4190,147.79,,,,1836.3,
235.66,-37.340,-0.23610,1.4190,147.79,,,,1837.8,
235.68,-37.320,-0.23610,1.4190,147.79,,,,1840.7,
235.70,-37.300,-0.23610,1.4190,147.79,,,,1843.7,
235.71,-37.290,-0.23610,1.4190,147.79,,,,1845.1,
235.73,-37.270,-0.23610,1.4190,147.79,,,,1848.1,
235.75,-37.250,-0.23610,1.4190,147.79,,,,1851.1,
235.76,-37.240,-0.23620,1.4190,147.79,,,,1852.5,
235.78,-37.220,-0.23620,1.4190,147.79,,,,1855.5,
235.80,-37.200,-0.23620,1.4190,147.79,,,,1858.4,
235.81,-37.190,-0.23620,1.4200,147.89,,,,1859.9,
235.83,-37.170,-0.23620,1.4200,147.89,,,,1862.9,
235.85,-37.150,-0.23620,1.4200,147.89,,,,1865.8,
235.86,-37.140,-0.23620,1.4200,147.89,,,,1867.3,
235.88,-37.120,-0.23620,1.4200,147.89,,,,1870.3,
235.89,-37.110,-0.23620,1.4200,147.89,,,,1871.8,
235.91,-37.090,-0.23630,1.4200,147.89,,,,1874.7,
235.93,-37.070,-0.23630,1.4200,147.89,,,,1877.7,
235.95,-37.050,-0.23630,1.4200,147.89,,,,1880.6,
235.96,-37.040,-0.23630,1.4200,147.89,,,,1882.1,
235.98,-37.020,-0.23630,1.4210,147.99,,,,1885.1,
235.99,-37.010,-0.23630,1.4210,147.99,,,,1886.5,
236.01,-36.990,-0.23630,1.4210,147.99,,,,1889.5,
236.03,-36.970,-0.23630,1.4210,147.99,,,,1892.5,
236.04,-36.960,-0.23630,1.4210,147.99,,,,1893.9,
236.06,-36.940,-0.23640,1.4210,147.99,,,,1896.9,
236.08,-36.920,-0.23640,1.4210,147.99,,,,1899.9,
236.10,-36.900,-0.23640,1.4210,147.99,,,,1902.8,
236.11,-36.890,-0.23640,1.4210,147.99,,,,1904.3,
236.13,-36.870,-0.23640,1.4210,147.99,,,,1907.3,
236.15,-36.850,-0.23640,1.4210,147.99,,,,1910.2,
236.16,-36.840,-0.23640,1.4210,147.99,,,,1911.7,
236.18,-36.820,-0.23640,1.4210,147.99,,,,1914.7,
236.20,-36.800,-0.23640,1.4210,147.99,,,,1917.6,
236.21,-36.790,-0.23640,1.4210,147.99,,,,1919.1,
236.23,-36.770,-0.23650,1.4210,147.99,,,,1922.1,
236.25,-36.750,-0.23650,1.4210,147.99,,,,1925.0,
236.26,-36.740,-0.23650,1.4210,147.99,,,,1926.5,
236.28,-36.720,-0.23650,1.4210,147.99,,,,1929.5,
236.30,-36.700,-0.23650,1.4210,147.99,,,,1932.4,
236.31,-36.690,-0.23650,1.4210,147.99,,,,1933.9,
236.33,-36.670,-0.23650,1.4210,147.99,,,,1936.9,
236.35,-36.650,-0.23650,1.4220,148.10,,,,1939.8,
236.36,-36.640,-0.23650,1.4220,148.10,,,,1941.3,
236.38,-36.620,-0.23660,1.4220,148.10,,,,1944.3,
236.40,-36.600,-0.23660,1.4220,148.10,,,,1947.2,
236.41,-36.590,-0.23660,1.4220,148.10,,,,1948.7,
236.43,-36.570,-0.23660,1.4220,148.10,,,,1951.7,
236.45,-36.550,-0.23660,1.4220,148.10,,,,1954.6,
236.46,-36.540,-0.23660,1.4220,148.10,,,,1956.1,
236.48,-36.520,-0.23660,1.4220,148.10,,,,1959.1,
236.49,-36.510,-0.23660,1.4230,148.20,,,,1960.6,
236.51,-36.490,-0.23660,1.4230,148.20,,,,1963.5,
236.53,-36.470,-0.23670,1.4230,148.20,,,,1966.5,
236.55,-36.450,-0.23670,1.4230,148.20,,,,1969.5,
236.56,-36.440,-0.23670,1.4230,148.20,,,,1970.9,
236.58,-36.420,-0.23670,1.4230,148.20,,,,1973.9,
236.59,-36.410,-0.23670,1.4230,148.20,,,,1975.4,
236.61,-36.390,-0.23670,1.4230,148.20,,,,1978.3,
236.63,-36.370,-0.23670,1.4230,148.20,,,,1981.3,
236.64,-36.360,-0.23670,1.4230,148.20,,,,1982.8,
236.66,-36.340,-0.23670,1.4230,148.20,,,,1985.8,
236.68,-36.320,-0.23680,1.4230,148.20,,,,1988.7,
236.69,-36.310,-0.23680,1.4230,148.20,,,,1990.2,
236.71,-36.290,-0.23680,1.4230,148.20,,,,1993.2,
236.73,-36.270,-0.23680,1.4230,148.20,,,,1996.1,
236.74,-36.260,-0.23680,1.4240,148.31,,,,1997.6,
236.76,-36.240,-0.23680,1.4240,148.31,,,,2000.6,
236.78,-36.220,-0.23680,1.4240,148.31,,,,2003.5,
236.79,-36.210,-0.23680,1.4240,148.31,,,,2005.0,
236.81,-36.190,-0.23680,1.4240,148.31,,,,2008.0,
236.83,-36.170,-0.23690,1.4240,148.31,,,,2011.0,
236.84,-36.160,-0.23690,1.4240,148.31,,,,2012.4,
236.86,-36.140,-0.23690,1.4240,148.31,,,,2015.4,
236.88,-36.120,-0.23690,1.4240,148.31,,,,2018.4,
236.89,-36.110,-0.23690,1.4240,148.31,,,,2019.9,
236.91,-36.090,-0.23690,1.4240,148.31,,,,2022.8,
236.93,-36.070,-0.23690,1.4240,148.31,,,,2025.8,
236.94,-36.060,-0.23690,1.4240,148.31,,,,2027.3,
236.96,-36.040,-0.23690,1.4240,148.31,,,,2030.2,
236.98,-36.020,-0.23690,1.4240,148.31,,,,2033.2,
236.99,-36.010,-0.23700,1.4240,148.31,,,,2034.7,
237.01,-35.990,-0.23700,1.4240,148.31,,,,2037.7,
237.03,-35.970,-0.23700,1.4240,148.31,,,,2040.6,
237.04,-35.960,-0.23700,1.4240,148.31,,,,2042.1,
237.06,-35.940,-0.23700,1.4240,148.31,,,,2045.1,
237.08,-35.920,-0.23700,1.4250,148.41,,,,2048.0,
237.09,-35.910,-0.23700,1.4250,148.41,,,,2049.5,
237.11,-35.890,-0.23700,1.4250,148.41,,,,2052.5,
237.13,-35.870,-0.23700,1.4250,148.41,,,,2055.5,
237.14,-35.860,-0.23710,1.4250,148.41,,,,2056.9,
237.16,-35.840,-0.23710,1.4260,148.52,,,,2059.9,
237.18,-35.820,-0.23710,1.4260,148.52,,,,2062.9,
237.19,-35.810,-0.23710,1.4260,148.52,,,,2064.4,
